QRID,weight,SurveyPublic,DEMONYM,Q1,Q2a,Q2b,Q2c,Q2d,Q3,Q4,QLEGAL,Q5a,Q5b,Q5c,Q5d,QCURREL,Q6a,Q6b,Q6c,Q6d,Q6e,Q6f,QBORN,Q7a,Q7b,Q7c,Q7d,Q7e,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q8i,Q8j,Q8k,Q9,Q10,Q11,Q12,QCHREL,Q13,Q14,Q15a,Q15b,Q15c,Q15d,QFIGURESa,QFIGURESb,QFIGURESc,QFIGURESd,QFIGURESe,QFIGURESf,QFIGURESg,QFIGURESh,QFIGURESi,Q16_1,Q16_2,Q16_3,Q16_98,Q16_99,Q17,Q18,Q19,Q20a,Q20b,Q21,Q22a,Q22b,Q22c,Q22d,Q23,Q24a,Q24b,Q24c,Q24d,Q25a,Q25b,Q25c,Q26a,Q26b,Q27a,Q27b,Q27c,Q27d,Q27e,Q27f,Q27g,Q27h,Q27i,Q28,Q29,Q30,Q31,Q33,Q35,Q36,Q37,Q38a,Q38b,Q38c,Q39a,Q39b,Q39c,Q39d,QABORT,Q40a,Q40b,Q40c,Q40d,Q40e,QATTEND,QAGE,QAGE_NRHKG,QAGE_NRJPN,QAGE_NRKOR,QAGE_NRTWNrec,QAGE_NRVNM,QETHHKG,QETHTWN,QETHVNM,QFERT,QHH1,QHH2,Q41,QMARRIED,QEDUHKG,QEDUJPN,QEDUKOR,QEDUTWN,QEDUVNM,CHURCHEDUa,CHURCHEDUb,QPTYJPN,QPTYTWN,Q50,Q51,QZIPHKG,QZIPHKG2,QZIPJPN2,QZIPKOR,QZIPTWN,VietnamRegion,GenderRec,Language,ISCED,UrbanVietnam
4103166,1.426534822,4,4,2,3,3,3,3,1,3,3,1,1,1,1,8,1,2, ,2,1,2, ,2,2,1,1,1, , , , , , , , , , , ,4,2,1,2,1, , ,2,1,2,2,2,2,2,2,2,2, , ,2,2,1,2,2,2, ,2,2, , , ,1,1,1,2,1,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,1,2,2,7,2,2,1,1,1,1,1,2,2,2,2,3,2,2,2,1,4,4,3,4, ,37, , , , , , , , ,0, ,1, ,4, , ,5, , ,2,1, , , , , , , ,8, , ,1,5,3, 
4103216,0.505202826,4,4,3,3,3,3,3,2,3,4,3,1,1,1,8,2,2, ,2,2,2, ,2,2,2,2,2, , , , , , , , , , , ,4,2,2,3,8, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,1,2,2,2,2,2,2, , , ,1,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,1,1,2,2,1,3,2,3,2,1,2,4,4,2,4, ,44, , , , , , , , ,1, ,2, ,1, , ,10, , ,2,2, , , , , , , ,5, , ,1,5,5, 
4103307,0.9570375,4,4,3,3,3,3,3,2,3,2,2,2,2,2,1,1,1, ,2,1,1,2,2,2,2,2,98,98,2,98,98,1,98,1,1,2,2,2,1,2,2,3,8, , ,1,1,2,1,2,1,2,2,2,1, , ,2,2,2,2,1,2, ,3,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,3,1,98,2,2,1,98,2,2,98,2,2,2,1,1,2,2,3,1,98,98,98,4,3,3,3,3,1,4,4,3,4, ,57, , , , , , , , ,2, ,2, ,1, , ,8, , ,2,2, , , , , , , ,15, , ,2,5,5, 
4103351,0.310634009,4,4,2,3,3,3,3,2,3,3,1,1,2,2,1,1,2, ,2,2,1, ,2,2,1,1,1,2,2,2,97,2,2,2,2,1,1,1,2,2,2,2,6, , ,1,1,2,2,2,1,1,2,2,1, , ,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,3,2,2,1,1,1,1,1,1,2,2,5,1,1,1,2,2,2,3,2,2,2,2,3,2,2,2,3,3,3,3,3, ,78, , , , , , , , ,2, ,1, ,5, , ,8, , ,2,2, , , , , , , ,1, , ,2,5,5, 
4103654,0.552118482,4,4,3,3,3,3,3,1,3,4,2,1,2,1,1,1,2, ,98,1,2, ,1,2,1,1,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,1, , ,2,1,2,2,2,1,2,2,2,1, , ,2,2,1,2,2,2, ,2,2, , , ,1,1,1,2,2,2,2,2,2,2,2,2,4,3,2,1,1,2,2,2,1,2,2,6,2,2,1,2,2,1,1,2,1,1,3,2,2,3,2,2,4,4,2,3, ,58, , , , , , , , ,3, ,4, ,1, , ,8, , ,2,2, , , , , , , ,15, , ,1,5,5, 
4103683,1.426534822,4,4,2,3,3,3,3,2,3,1,1,3,1,1,8,1,2, ,2,2,1, ,2,2,2,2,2, , , , , , , , , , , ,3,2,2,3,2, , ,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,2,2,2, ,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,7,2,2,1,1,2,1,1,2,2,1,3,3,3,2,1,1,4,4,3,4, ,36, , , , , , , , ,0, ,5, ,4, , ,6, , ,2,2, , , , , , , ,8, , ,1,5,3, 
4103732,0.386789483,4,4,2,3,3,3,3,2,3,4,1,1,1,1,1,1,2, ,2,1,2, ,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,3,1,1,2,1, , ,2,1,2,1,2,1,1,2,1,1, , ,1,1,2,2,2,2,2,4,2, , , ,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,5,2,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,4,4,4,4, ,55, , , , , , , , ,1, ,3, ,2, , ,8, , ,1,2, , , , , , , ,13, , ,1,5,5, 
4103808,0.547076112,4,4,3,4,4,3,3,3,3,3,3,1,2,2,2,2,1, ,2,1,2,2,2,2,2,1,1, , , , , , , , , , , ,2,1,1,1,2, , ,2,2,1,2,2,2,2,2,1,2, , ,2,1,2,2,2,2,2,2,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,1,98,1,2,1,1,1,4,2,2,1,2,2,1,1,2,2,98,1,2,2,3,3,1,3,3,2,4,3,24, , , , , , , , ,0, ,4, ,4, , ,6, , ,1,2, , , , , , , ,1, , ,1,5,3, 
4103825,0.790645967,4,4,3,1,2,3,3,2,3,4,1,2,2,1,8,2,2, ,2,2,2, ,2,2,2,1,1, , , , , , , , , , , ,2,1,1,2,6, , ,2,2,2,2,2,2,2,2,1,2, , ,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,99,2,2,1,2,4,4,4,4, ,56, , , , , , , , ,1, ,3, ,1, , ,8, , ,2,2, , , , , , , ,8, , ,2,5,5, 
4104014,2.472743376,4,4,2,3,3,3,1,2,3,1,1,2,2,2,8,1,2, ,2,1,1, ,2,2,2,1,1, , , , , , , , , , , ,4,2,1,2,2, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,1,1,98,98,5,2,2,2,2,2,2,2,2,2,1,1,1,1,4,2,1,1,1,1,2,1,2,2,7,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,4,4,3,4, ,29, , , , , , , , ,0, ,2, ,4, , ,6, , ,2,2, , , , , , , ,8, , ,2,5,3, 
4104059,0.623758574,4,4,3,1,3,1,1,1,3,4,1,1,1,2,2,2,1, ,1,1,1,1,2,2,1,1,2, , , , , , , , , , , ,2,1,1,1,1, , ,2,2,1,2,2,2,2,2,1,2, , ,2,2,1,2,2,2, ,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,69, , , , , , , , ,2, ,1, ,1, , ,6, , ,2,2, , , , , , , ,11, , ,1,5,3, 
4104067,0.642241919,4,4,2,3,3,3,3,1,1,4,1,1,1,1,8,2,1, ,2,1,2,2,2,2,1,1,2, , , , , , , , , , , ,3,2,2,2,2, , ,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,2,2,2, ,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,2,1,1,1,2,2,1,2,2,7,2,2,1,1,2,1,1,2,2,2,2,2,99,2,1,1,4,2,4,4, ,28, , , , , , , , ,0, ,98, ,4, , ,8, , ,2,2, , , , , , , ,10, , ,1,5,5, 
4104086,0.441814865,4,4,3,3,3,3,3,2,3,3,3,3,3,3,2,2,2, ,2,2,2,2,2,1,2,2,2, , , , , , , , , , , ,2,1,1,2,2, , ,2,2,2,2,2,2,2,2,1,2, , ,2,2,1,2,2,2, ,2,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,1,2,2,1,1,1,1,1,5,2,2,1,1,2,2,1,2,2,2,3,4,3,3,3,1,4,4,4,4,4,27, , , , , , , , ,0, ,4, ,4, , ,8, , ,1,2, , , , , , , ,1, , ,1,5,5, 
4104128,0.429099694,4,4,2,3,3,3,3,1,3,4,3,1,1,1,2,2,1, ,2,1,2,2,2,2,2,1,2, , , , , , , , , , , ,2,2,1,3,1, , ,2,1,1,2,2,2,2,2,1,2, , ,2,2,1,2,2,2, ,4,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,3,2,98,98,1,98,1,98,1,98,1,5,2,1,1,2,2,2,3,1,1,1,2,4,1,4,2,1,4,4,2,3,5,66, , , , , , , , ,2, ,3, ,1, , ,6, , ,2,2, , , , , , , ,1, , ,1,5,3, 
4104156,0.764477825,4,4,3,3,3,3,3,2,3,2,2,1,1,1,8,1,1, ,2,1,2,2,2,2,1,1,1, , , , , , , , , , , ,3,1,1,2,2, , ,2,98,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,2,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,7,2,2,1,2,2,1,1,2,2,2,2,3,3,3,2,1,4,4,4,3, ,19, , , , , , , , ,0, ,3, ,4, , ,6, , ,2,2, , , , , , , ,4, , ,1,5,3, 
4104172,0.595767083,4,4,3,3,3,3,3,2,3,4,3,2,3,2,2,2,2, ,2,2,2,2,2,2,2,2,2, , , , , , , , , , , ,4,2,2,98,1, , ,2,1,2,2,2,2,1,2,2,2, , ,2,1,1,2,2,2,2,4,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,2,6,2,2,1,1,1,2,1,2,2,2,4,4,4,4,2,3,4,4,4,4,7,41, , , , , , , , ,2, ,2, ,1, , ,9, , ,2,2, , , , , , , ,8, , ,1,5,5, 
4104191,0.725808819,4,4,1,1,3,3,3,2,3,4,3,1,1,1,8,2,2, ,2,2,2, ,1,98,2,1,98, , , , , , , , , , , ,3,2,2,2,8, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,3,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,5,4,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,1,1,2,2,2,2,2,4,4,2,2,4,3,2,4, ,69, , , , , , , , ,2, ,2, ,1, , ,6, , ,2,2, , , , , , , ,14, , ,1,5,3, 
4104256,1.698452795,4,4,3,4,3,3,3,1,3,4,98,1,1,98,1,1,2, ,2,2,2, ,1,1,98,1,2,2,2,2,2,2,2,2,98,2,2,97,2,2,98,3,1, , ,2,1,2,2,2,1,2,2,2,1, , ,98,1,1,2,2,2,2,2,2, , , ,2,2,2,2,2,2,2,1,98,2,2,98,3,3,2,1,2,98,2,2,2,98,98,6,2,2,1,2,1,2,2,2,2,2,98,2,3,98,98,98,4,2,3,4, ,76, , , , , , , , ,2, ,2, ,1, , ,4, , ,2,2, , , , , , , ,1, , ,2,5,2, 
4104296,1.789411539,4,4,2,3,2,3,2,2,3,2,3,1,98,3,8,2,2, ,2,2,2, ,2,2,2,1,1, , , , , , , , , , , ,4,2,1,2,99, , ,1,1,2,1,2,2,2,2,2,2, , ,2,1,1,2,2,2,2,1,1,1,1,99,1,1,1,2,2,1,2,2,1,2,2,2,4,99,1,1,1,1,1,1,1,2,2,4,2,2,1,1,2,1,1,98,2,1,2,3,3,2,2,2,4,4,3,4, ,33, , , , , , , , ,1, ,2, ,1, , ,7, , ,1,2, , , , , , , ,2, , ,1,5,5, 
4104307,1.426534822,4,4,2,1,3,3,3,2,1,2,1,1,1,1,8,1,2, ,1,1,1, ,2,2,1,1,2, , , , , , , , , , , ,4,2,1,3,1, , ,2,2,2,2,2,1,2,2,2,2, , ,2,1,2,1,2,2,2,2,2, , , ,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,1,1,1,1,1,1,2,2,7,1,2,1,2,2,1,1,2,2,2,3,2,3,3,3,1,4,4,2,4, ,38, , , , , , , , ,0, ,4, ,1, , ,5, , ,2,2, , , , , , , ,8, , ,1,5,3, 
4104331,1.74567543,4,4,1,1,2,3,1,1,3,2,3,1,2,1,8,2,2, ,2,2,2, ,2,2,2,2,2, , , , , , , , , , , ,4,2,2,2,8, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,4,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,1,2,2,2,2,2,2,2,7,2,2,2,2,2,1,2,2,2,2,3,4,3,1,2,4,2,2,2,2, ,22, , , , , , , , ,0, ,1, ,4, , ,4, , ,2,2, , , , , , , ,8, , ,1,5,2, 
4104392,1.424344803,4,4,1,1,2,1,3,2,1,3,3,1,2,2,1,1,2, ,2,2,1, ,1,1,1,1,1,97,2,2,1,2,2,2,2,97,2,2,2,2,2,2,1, , ,1,1,2,2,2,1,2,2,2,2, , ,2,2,1,2,2,2, ,2,1,1,1,3,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,7,2,2,1,2,2,2,1,2,2,2,2,3,4,2,2,2,4,4,4,4, ,65, , , , , , , , ,2, ,2, ,1, , ,4, , ,2,2, , , , , , , ,10, , ,1,5,2, 
4104394,0.525206533,4,4,2,1,2,2,3,2,3,4,2,3,2,2,2,2,1, ,1,2,2,2,2,2,1,1,2, , , , , , , , , , , ,2,1,1,2,6, , ,2,2,1,1,2,2,2,2,1,2, , ,2,2,1,2,2,2, ,2,2, , , ,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,3,2,1,1,2,2,2,1,2,2,2,2,3,2,3,4,2,3,4,2,2,3,70, , , , , , , , ,2, ,2, ,1, , ,99, , ,2,2, , , , , , , ,8, , ,1,5,99, 
4104407,1.057903849,4,4,3,3,3,3,3,2,3,2,2,1,2,1,8,2,2, ,2,1,2, ,2,2,2,2,2, , , , , , , , , , , ,4,2,2,2,2, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,2,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,1,1,2,2,2,1,2,2,7,2,2,2,2,3,2,2,2,2,2,3,3,2,4,2,4,4,4,3,4, ,34, , , , , , , , ,0, ,3, ,4, , ,7, , ,2,2, , , , , , , ,1, , ,1,5,5, 
4104414,2.291578971,4,4,3,4,4,3,4,1,3,4,3,1,98,1,2,2,1, ,98,2,2,1,2,98,98,98,98, , , , , , , , , , , ,1,1,1,1,2, , ,2,2,1,2,2,2,2,2,1,2, , ,2,1,1,2,2,2,2,4,1,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,98,98,2,1,1,1,1,1,2,2,2,2,2,2,3,3,98,2,2,98,4,98,98,4,98,98,1,1,1,3,58, , , , , , , , ,2, ,2, ,1, , ,6, , ,2,2, , , , , , , ,3, , ,2,5,3, 
4104546,1.401315194,4,4,2,1,3,3,3,1,3,2,1,2,2,2,8,1,1, ,98,1,2,2,1,1,2,1,1, , , , , , , , , , , ,1,2,1,1,2, , ,1,1,2,2,2,2,2,2,1,2, , ,2,1,2,2,2,2,2,2,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,5,4,1,1,1,98,98,1,1,1,1,6,2,2,1,1,2,2,1,2,2,1,1,3,2,4,2,2,4,4,4,4, ,54, , , , , , , , ,1, ,2, ,1, , ,7, , ,2,2, , , , , , , ,15, , ,1,5,5, 
4104550,1.057903849,4,4,3,1,3,3,3,2,3,3,1,1,3,1,6,2,2, ,2,1,1, ,1,2,1,1,2, , , , , , , , , , , ,3,1,1,2,6, , ,2,2,2,2,2,2,1,2,2,2, , ,2,2,1,2,2,2, ,2,1,1,1,4,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,6,2,2,1,1,2,2,1,2,1,2,2,4,2,4,2,2,4,2,3,3, ,31, , , , , , , , ,0, ,4, ,4, , ,6, , ,2,2, , , , , , , ,1, , ,1,5,3, 
4104611,0.386789483,4,4,2,1,3,3,3,1,3,4,1,1,1,1,2,2,1, ,1,1,2,1,2,98,2,2,98, , , , , , , , , , , ,1,1,1,1,6, , ,2,2,1,2,2,2,2,2,1,2, , ,2,2,1,2,2,2, ,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2,1,2,4,2,2,4,4,4,4,1,63, , , , , , , , ,3, ,4, ,1, , ,8, , ,1,2, , , , , , , ,5, , ,1,5,5, 
4104686,2.006714577,4,4,2,3,3,4,3,2,2,1,3,3,3,1,2,2,2, ,2,2,2,2,2,2,1,1,1, , , , , , , , , , , ,1,1,2,2,2, , ,1,1,1,1,2,1,1,2,1,1, , ,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,3,1,2,1,1,2,2,1,2,1,1,3,1,2,1,2,2,1,1,1,1,1,1,4,1,4,2,1,4,4,3,4,3,50, , , , , , , , ,0, ,4, ,4, , ,6, , ,2,2, , , , , , , ,8, , ,2,5,3, 
4104869,1.209683188,4,4,2,3,3,3,3,1,3,4,1,1,1,1,8,1,1, ,2,1,1,2,1,1,1,1,1, , , , , , , , , , , ,4,2,2,2,1, , ,2,1,2,2,2,2,2,2,2,2, , ,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,2,2,2,3,3,2,1,1,2,2,2,1,2,2,6,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4, ,44, , , , , , , , ,1, ,3, ,1, , ,7, , ,2,2, , , , , , , ,12, , ,1,5,5, 
4104902,0.838068915,4,4,1,3,3,3,3,2,3,2,1,1,2,1,8,1,2, ,1,1,2, ,2,2,2,98,98, , , , , , , , , , , ,3,2,2,2,2, , ,2,2,2,2,2,2,2,2,1,2, , ,2,1,1,2,2,2,2,3,2, , , ,2,2,1,2,2,2,2,2,2,2,2,2,4,4,2,1,2,2,2,2,1,2,2,6,2,2,1,1,2,1,1,2,2,2,1,4,1,4,2,1,4,4,2,4, ,47, , , , , , , , ,2, ,2, ,1, , ,8, , ,2,2, , , , , , , ,8, , ,2,5,5, 
4104924,0.396039541,4,4,2,3,3,3,3,2,3,1,1,1,2,1,8,1,2, ,2,1,1, ,2,2,1,1,2, , , , , , , , , , , ,3,2,2,2,2, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,1,1,2,2,2,3,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,1,2,2,2,1,2,2,6,2,2,2,1,2,2,1,2,2,1,1,2,2,3,1,1,4,4,3,4, ,23, , , , , , , , ,0, ,5, ,4, , ,8, , ,2,2, , , , , , , ,1, , ,2,5,5, 
4105021,0.92536227,4,4,2,3,3,3,3,2,3,3,2,2,1,1,8,1,1, ,1,1,1,2,1,1,1,1,1, , , , , , , , , , , ,3,2,2,2,2, , ,2,2,2,2,2,2,2,2,1,2, , ,2,1,2,2,2,2,2,2,1,1,2,4,1,1,1,1,2,2,2,2,2,2,2,2,4,1,2,1,1,2,2,2,1,2,2,6,2,1,1,2,2,2,1,2,2,2,2,3,2,2,3,2,3,3,3,3, ,24, , , , , , , , ,0, ,4, ,4, , ,5, , ,1,2, , , , , , , ,3, , ,1,5,3, 
4105188,2.291578971,4,4,2,3,3,3,3,2,3,2,1,2,3,2,1,1,2, ,2,2,98, ,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1, , ,1,1,2,2,2,1,2,2,2,1, , ,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,98,2,2,2,4,4,1,1,2,1,98,2,1,1,1,4,2,2,1,2,2,1,1,2,2,98,2,98,3,98,2,1,4,4,4,4, ,64, , , , , , , , ,2, ,3, ,1, , ,7, , ,1,2, , , , , , , ,3, , ,2,5,5, 
4105348,2.472743376,4,4,3,3,3,3,3,2,3,1,3,3,2,3,8,2,2, ,2,2,2, ,2,2,2,2,2, , , , , , , , , , , ,4,2,2,3,8, , ,2,2,2,2,2,2,2,2,2,2, , ,2,2,1,2,2,2, ,4,2, , , ,1,2,1,2,2,2,2,2,2,2,2,2,5,5,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,1,1,2,2,2,4,4,4,4,1,1,4,4,4,3, ,31, , , , , , , , ,0, ,2, ,1, , ,4, , ,2,2, , , , , , , ,10, , ,2,5,2, 
4105365,0.871808132,4,4,1,1,3,2,3,1,3,4,1,1,2,2,2,2,1, ,2,2,2,1,2,2,2,2,2, , , , , , , , , , , ,1,1,1,1,2, , ,2,2,1,2,2,2,2,2,1,2, , ,2,2,1,2,2,2, ,4,1,98,1,5,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,1,4,1,2,4,2,45, , , , , , , , ,0, ,2, ,4, , ,9, , ,1,2, , , , , , , ,6, , ,2,5,5, 
4105445,1.436046373,4,4,2,3,3,3,3,1,3,3,1,2,2,1,8,2,2, ,1,2,2, ,2,2,2,1,1, , , , , , , , , , , ,3,2,2,2,1, , ,2,1,2,2,2,1,2,2,1,2, , ,2,1,1,2,2,2,2,4,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,3,2,3,2,2,4,4,2,4, ,53, , , , , , , , ,2, ,4, ,1, , ,7, , ,1,2, , , , , , , ,1, , ,2,5,5, 
4105464,1.322020405,4,4,1,3,3,3,3,1,3,4,3,3,3,2,1,2,2, ,2,1,2, ,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1, , ,1,1,2,2,2,1,2,2,2,1, , ,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,7,2,2,1,1,2,1,1,2,2,2,3,3,3,3,4,1,4,4,4,4, ,62, , , , , , , , ,2, ,4, ,1, , ,7, , ,1,2, , , , , , , ,3, , ,1,5,5, 
4105485,0.386789483,4,4,2,3,3,3,3,2,3,3,1,1,2,1,8,1,2, ,2,1,2, ,2,2,2,1,2, , , , , , , , , , , ,2,1,1,2,9, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,1,2,2,2,2,2,1,1,1,3,1,1,1,1,2,2,2,2,2,1,2,2,3,3,1,1,1,1,1,2,2,2,2,7,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,4,4,3,4, ,61, , , , , , , , ,0, ,2, ,2, , ,8, , ,1,2, , , , , , , ,12, , ,1,5,5, 
4105528,0.838068915,4,4,2,3,3,3,3,2,2,1,1,2,2,1,8,2,2, ,2,1,2, ,2,2,2,98,2, , , , , , , , , , , ,4,2,1,2,8, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,1,4,2, , , ,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,98,1,1,1,2,2,7,2,2,1,2,2,1,1,2,2,2,3,3,2,98,3,2,4,4,3,4, ,45, , , , , , , , ,0, ,1, ,1, , ,8, , ,2,2, , , , , , , ,8, , ,2,5,5, 
4105537,0.765838145,4,4,2,1,3,3,3,2,3,3,3,1,2,1,8,1,1, ,2,1,2,2,2,2,2,1,2, , , , , , , , , , , ,2,1,1,2,2, , ,2,1,2,2,2,2,2,2,2,2, , ,2,2,1,2,2,2, ,2,1,1,1,4,2,2,2,2,2,1,2,2,1,1,2,2,3,2,1,1,1,1,1,1,1,1,1,6,2,2,1,1,2,1,1,2,2,1,2,3,2,2,3,1,4,4,2,3, ,32, , , , , , , , ,0, ,3, ,4, , ,8, , ,1,2, , , , , , , ,1, , ,2,5,5, 
4105672,1.483964667,4,4,1,3,3,3,3,2,3,4,3,1,3,2,2,2,1, ,2,2,2,2,1,1,1,1,1, , , , , , , , , , , ,3,1,2,2,2, , ,2,2,1,2,2,2,2,2,1,2, , ,2,1,2,2,2,2,2,4,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,2,2,2,2,1,1,2,4,2,2,2,2,2,2,1,2,2,2,1,3,2,3,1,2,4,4,2,2,4,37, , , , , , , , ,0, ,1, ,4, , ,6, , ,1,2, , , , , , , ,6, , ,1,5,3, 
4105678,1.032697615,4,4,1,3,3,3,3,2,3,4,1,1,2,2,8,2,2, ,2,1,2, ,2,2,2,2,2, , , , , , , , , , , ,4,2,2,2,1, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,2,2,2,2,2,4,2, , , ,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,1,2,2,2,2,2,2,7,2,2,2,2,1,2,1,2,2,2,3,3,2,3,3,2,4,4,4,4, ,39, , , , , , , , ,1, ,2, ,1, , ,8, , ,1,2, , , , , , , ,8, , ,2,5,5, 
4105683,0.725808819,4,4,2,3,3,3,3,2,3,3,3,1,1,1,1,1,1, ,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2, , ,2,2,2,2,2,2,2,2,2,2, , ,2,1,1,2,2,2,1,1,2, , , ,2,1,1,1,1,2,2,1,1,2,2,2,4,4,2,1,2,2,2,2,2,2,2,7,2,1,2,1,2,1,1,2,2,2,3,3,3,3,4,2,4,4,4,4, ,69, , , , , , , , ,2, ,4, ,1, , ,6, , ,2,2, , , , , , , ,7, , ,1,5,3, 
4106043,0.303121239,4,4,2,3,3,3,3,2,3,4,1,1,2,1,1,1,2, ,2,1,2, ,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1, , ,1,1,1,2,2,1,1,98,2,1, , ,2,1,1,2,2,2,2,2,2, , , ,1,2,1,1,1,1,2,2,1,2,2,2,5,3,2,1,1,2,1,2,1,2,2,5,2,2,1,2,2,2,1,1,2,1,3,4,3,4,3,1,4,4,3,4, ,70, , , , , , , , ,2, ,3, ,1, , ,9, , ,2,2, , , , , , , ,5, , ,1,5,5, 
4106051,0.781581232,4,4,3,3,3,3,3,2,3,3,2,1,1,1,8,1,2, ,1,2,2, ,2,2,2,2,2, , , , , , , , , , , ,2,1,1,2,7, , ,2,2,2,2,2,1,2,2,2,2, , ,2,2,1,2,2,2, ,3,1,2,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,5,2,2,1,1,1,2,1,2,2,2,2,4,3,2,2,2,4,4,4,4, ,60, , , , , , , , ,0, ,1, ,4, , ,6, , ,2,2, , , , , , , ,1, , ,1,5,3, 
